건물명,주소,층,거래일,거래금액,면적,평,건축년도,위도,경도,평당보증금,평당월세,평당보증금평균,평당월세평균
COZY빌딩, 숭인동 317-39,13층,2020 12 31,       500/        45,13.58,4.1,2013,37.5719303343477,127.01632351566099,121.95121951219514,10.975609756097562,989.6810506566603,4.987356228077332
탑스빌, 숭인동 178-76,6층,2020 6 23,"    32,000/         0",55.04,16.6,2003,37.5750120791729,127.020117769117,1927.7108433734938,0.0,1927.7108433734938,0.0
벽산블루밍평창힐스, 평창동 45,3층,2020 9 11,"    90,000/         0",150.83,45.6,2004,37.6082289464381,126.973745308199,1973.6842105263158,0.0,1692.127564674398,0.26483050847457623
형우럭스빌(33-1), 평창동 33-1,3층,2020 6 23,"    32,000/         0",92.87,28.1,2005,37.607539004400294,126.97339295485399,1138.7900355871886,0.0,1138.7900355871886,0.0
aaa, 흥인동 3-4,17층,2020 8 25,"    56,000/         0",114.57,34.7,1994,37.567431508249896,127.01652832975799,1613.8328530259364,0.0,972.251304935097,3.234649122807017
정동상림원, 정동 15-6,3층,2020 10 10,"    68,000/         0",125.4,37.9,2008,35.0601967465987,128.09798476462,1794.1952506596306,0.0,1888.833162519898,0.0
동은그랜드, 명일동 348-4,2층,2020 6 20,"    42,000/         0",83.79,25.3,2006,37.5456050963881,127.145418727059,1660.0790513833992,0.0,1660.0790513833992,0.0
양촌, 길동 352-3,4층,2020 6 1,"     5,000/        70",79.4,24.0,2003,37.5403595186392,127.145588229944,208.33333333333334,2.9166666666666665,208.33333333333334,2.9166666666666665
예다움, 길동 347-27,8층,2020 10 21,"    34,650/         0",79.25,24.0,2004,37.541545954264,127.142712468399,1443.75,0.0,1050.8223684210527,0.0
신세대빌라트, 길동 351-2,4층,2020 9 24,"    70,000/         0",180.17,54.5,1999,37.54056206607721,127.144662014492,1284.4036697247707,0.0,1146.788990825688,0.0
이스트드림힐, 길동 385-4,12층,2020 10 29,"    63,000/         0",80.17,24.3,2003,37.5378972349628,127.13651711326,2592.5925925925926,0.0,1471.756044238683,1.61474408436214
에스엠이로빌(379-0), 길동 379,2층,2020 12 21,"    20,000/        80",84.89,25.7,2004,37.5386482101629,127.138989793883,778.2101167315176,3.11284046692607,967.6690979168965,2.7245230706217805
해맞이에이동, 길동 228,3층,2020 6 22,"    10,000/        80",83.8,25.3,2005,37.5351023405834,127.143453644247,395.25691699604744,3.1620553359683794,395.25691699604744,3.1620553359683794
시가오똠에이동, 길동 334-6,3층,2020 6 27,"    38,000/         0",84.98,25.7,2004,37.5431573801901,127.14288685414,1478.5992217898834,0.0,1478.5992217898834,0.0
율전에버그린, 둔촌동 104-3,5층,2020 7 24,"    30,000/        25",84.31,25.5,2007,37.526833759015005,127.146088030447,1176.4705882352941,0.9803921568627451,1540.4450181326451,0.24509803921568626
태상아트빌, 둔촌동 61-8,5층,2020 6 18,"    17,000/         0",44.45,13.4,2002,37.5326435675185,127.142675747397,1268.6567164179105,0.0,1268.6567164179105,0.0
동양넥스빌, 암사동 501-4,7층,2020 11 20,"    40,000/         0",59.98,18.1,1999,37.550152450971495,127.128200339505,2209.944751381215,0.0,1620.17653660221,0.87890625
다성이즈빌Ⅰ, 암사동 488-3,5층,2020 6 13,"    39,500/         0",84.91,25.7,2009,37.54831615842,127.13503919819901,1536.964980544747,0.0,1536.964980544747,0.0
갑지하이린, 성내동 443-21,7층,2020 7 18,"    64,000/         0",124.78,37.7,2001,37.5243241504991,127.132224623912,1697.6127320954906,0.0,1655.1955294348802,0.0
동남2, 성내동 446-12,5층,2020 9 7,"    50,000/         0",81.13,24.5,2002,37.5247850610802,127.13060863238199,2040.8163265306123,0.0,1988.0871008690558,0.0
영풍마드레빌, 성내동 593,11층,2020 12 22,"    44,000/         0",74.36,22.5,2002,37.5271691935192,127.12314797942,1955.5555555555557,0.0,2053.662551440329,0.0
광남벨라스타워, 성내동 445-4,1층,2020 6 10,"    50,000/         0",153.95,46.6,2002,37.5238880005609,127.131495046356,1072.9613733905578,0.0,1072.9613733905578,0.0
강동다온채, 성내동 447-2,8층,2020 6 25,"    10,000/       100",84.48,25.6,2008,37.5254166996766,127.12897999833,390.625,3.90625,1074.21875,1.953125
동일상가, 성내동 416-11,5층,2020 11 28,"    35,000/         0",104.82,31.7,1999,37.5283566740912,127.135085255168,1104.1009463722398,0.0,908.0441640378551,0.9463722397476341
성내3차e-편한세상, 성내동 600,5층,2020 12 24,"    30,000/        56",84.23,25.5,2004,37.535330446353,127.128441770961,1176.4705882352941,2.196078431372549,1279.4117647058824,2.019607843137255
성내웰빙시티, 성내동 410-15,6층,2020 6 23,"    40,000/         0",59.63,18.0,2018,37.5302778468942,127.13295099635201,2222.222222222222,0.0,2222.222222222222,0.0
동방, 성내동 407-2,8층,2020 11 12,"    28,000/        70",78.76,23.8,1995,37.5313780808655,127.133072306668,1176.4705882352941,2.941176470588235,1456.234529891819,0.588235294117647
평대미진아파트, 천호동 22-17,4층,2020 10 15,"    17,000/        70",84.14,25.5,2003,37.549784795328605,127.14102730796301,666.6666666666666,2.7450980392156863,875.8169934640523,1.6993464052287581
다성이즈빌(121-32), 천호동 121-32,1층,2020 6 10,"    22,000/         0",39.01,11.8,2017,37.5404564560359,127.13645347063101,1864.4067796610168,0.0,1864.4067796610168,0.0
광남벨라스2차아파트, 천호동 53-6,1층,2020 12 10,"    31,000/         0",84.92,25.7,2004,37.5427757993458,127.138909903694,1206.2256809338521,0.0,1381.3229571984436,0.0
창대캐슬, 천호동 166-106,4층,2020 6 15,"    20,000/         0",67.83,20.5,2003,37.53827880290329,127.131017886596,975.609756097561,0.0,975.609756097561,0.0
이연아마빌레(293-8), 천호동 293-8,4층,2020 8 14,"    46,000/         0",141.08,42.7,2004,37.546818246742504,127.133800913596,1077.2833723653396,0.0,878.3719812717824,0.6102212051868802
강동이루미아파트, 천호동 46,11층,2020 8 20,"    44,500/         0",84.88,25.7,2005,37.54385967287521,127.14039593066002,1731.5175097276265,0.0,1357.976653696498,0.933852140077821
삼보글로벌101동, 중곡동 647-1,3층,2020 10 29,"    39,500/         0",78.84,23.8,2003,37.5597265470386,127.08030154216002,1659.6638655462184,0.0,1733.1932773109243,0.0
한영해시안아파트, 구의동 71-6,5층,2020 9 8,"    26,000/        80",59.93,18.1,2020,37.5489173335927,127.089948307322,1436.46408839779,4.41988950276243,2528.8799598191863,0.4018081366147664
세림리오빌, 구의동 659,6층,2020 11 20,"    36,750/         0",84.67,25.6,2005,37.539329859495794,127.091975639373,1435.546875,0.0,1852.8867704963277,0.3745318352059925
왕십리 지음재, 하왕십리동 966-19,7층,2020 12 24,"    24,300/         0",16.76,5.1,2020,37.56240171186771,127.032677973524,4764.705882352941,0.0,3992.9471788715477,0.9653861544617847
"서울숲푸르지오2차(임대,212동)", 금호동4가 235-1,3층,2020 9 24,"     2,388/        14",30.532,9.2,2012,37.547474222062604,127.02394542025499,259.5652173913044,1.5217391304347827,318.2608695652174,1.0869565217391304
트라움하임, 동선동5가 69-1,5층,2020 6 4,"    31,000/         0",84.73,25.6,2004,37.5955875406012,127.017660310087,1210.9375,0.0,1210.9375,0.0
정릉풍림아이원(임대), 정릉동 239-5,17층,2020 11 30,"     2,058/        21",32.76,9.9,2005,37.6159938592372,127.007267304647,207.87878787878788,2.121212121212121,228.3164983164983,1.3804713804713806
선경(127), 종암동 127,7층,2020 8 24,"    23,000/         0",59.17,17.9,1998,37.5998664020102,127.037050688577,1284.9162011173185,0.0,1368.715083798883,0.0
세영아파트, 장위동 233-608,2층,2020 11 26,"    17,500/         0",50.95,15.4,2003,37.6117414350626,127.04793884356701,1136.3636363636363,0.0,1051.6634724101436,0.0
경남아파트, 시흥동 820-12,1층,2020 8 3,"     5,500/        60",59.97,18.1,1998,37.454640601592494,126.90662547702699,303.8674033149171,3.3149171270718227,1017.4234576427256,1.1049723756906076
칠성(3), 시흥동 977-11,4층,2020 6 6,"    20,000/         0",71.68,21.7,2003,37.434437298774796,126.90520826321101,921.6589861751153,0.0,921.6589861751153,0.0
신화아파트(200-4), 시흥동 200-4,4층,2020 8 10,"    17,000/         0",66.75,20.2,2004,37.4221033447295,127.104680317817,841.5841584158416,0.0,894.1648602730096,0.0
금천, 시흥동 898-17,3층,2020 6 8,"    28,000/         0",84.86,25.7,2002,37.451015147296,126.9046413628,1089.4941634241245,0.0,1089.4941634241245,0.0
루체클래식, 시흥동 977-1,2층,2020 7 13,"    30,000/         0",58.883,17.8,2019,37.434644133952105,126.904582197373,1685.3932584269662,0.0,1685.3932584269662,0.0
칠성(977-2), 시흥동 977-2,4층,2020 6 25,"    21,000/         0",70.65,21.4,2003,37.4344513864543,126.90486978080799,981.3084112149534,0.0,981.3084112149534,0.0
로즈빌A, 공덕동 111-7,6층,2020 6 11,"    40,000/         0",84.72,25.6,2004,37.5471466948393,126.95976711861799,1562.5,0.0,1562.5,0.0
두영이지안, 공덕동 468,8층,2020 6 26,"     8,000/       100",84.69,25.6,2008,37.54995594775,126.961948972273,312.5,3.90625,312.5,3.90625
대우월드마크마포, 신공덕동 173,11층,2020 6 5,"    85,000/         0",113.24,34.3,2011,37.542438833153,126.95338077938601,2478.134110787172,0.0,2478.134110787172,0.0
대아, 서교동 329-2,7층,2020 7 4,"     3,000/       130",84.98,25.7,1997,37.55580969095129,126.929049413392,116.73151750972762,5.058365758754864,954.1312310675675,2.529182879377432
기정MAY(247-28), 서교동 247-28,2층,2020 6 9,"    36,000/         0",84.86,25.7,2004,37.5580899567631,126.916212199745,1400.7782101167315,0.0,1400.7782101167315,0.0
(371-10), 합정동 371-10,8층,2020 6 11,"     3,000/       100",72.26,21.9,2002,37.5470535363901,126.91352952838601,136.986301369863,4.566210045662101,136.986301369863,4.566210045662101
천우, 망원동 436-6,3층,2020 6 8,"    33,000/         0",68.68,20.8,2002,37.5598784057907,126.901412032877,1586.5384615384614,0.0,1586.5384615384614,0.0
예향, 망원동 418-29,3층,2020 8 22,"    48,000/         0",84.75,25.6,2001,37.5557547042089,126.90026707918999,1875.0,0.0,1618.4338521400778,0.0
그린월드, 망원동 464-11,3층,2020 10 19,"    35,000/         0",77.52,23.4,2003,37.5599432703403,126.89769201475599,1495.7264957264958,0.0,963.3804892425583,1.293103448275862
현대그린, 망원동 464-5,3층,2020 6 19,"     5,000/       100",80.88,24.5,2003,37.5608737029441,126.898765323056,204.08163265306123,4.081632653061225,204.08163265306123,4.081632653061225
삼화아크빌(470-2), 망원동 470-2,5층,2020 12 13,"    55,000/         0",103.9,31.4,2005,37.5615473185641,126.902477961024,1751.5923566878982,0.0,1544.5859872611466,0.0
삼우하이브, 망원동 381-9,6층,2020 6 29,"    45,000/         0",80.19,24.3,2003,37.554293419454496,126.90814574402901,1851.8518518518517,0.0,1851.8518518518517,0.0
노블레스빌(246-1), 연남동 246-1,5층,2020 7 1,"    12,000/        90",97.88,29.6,2002,37.5654934260348,126.92081259547399,405.40540540540536,3.0405405405405403,1418.918918918919,1.5202702702702702
현대팰리스, 영등포동2가 28-138,6층,2020 12 29,"    23,100/         0",29.67,9.0,2016,37.521950540514396,126.910671838226,2566.6666666666665,0.0,2507.9671717171714,0.0
e편한세상 문래 에듀플라츠, 문래동6가 58,19층,2020 12 21,"    40,000/        50",59.9833,18.1,2020,37.5200191439181,126.885452729376,2209.944751381215,2.762430939226519,2755.6834927501354,1.6225771084730034
이너스삼성, 양평동1가 269,4층,2020 6 10,"    40,000/         0",71.2,21.5,2005,37.524093324780395,126.888900871695,1860.4651162790697,0.0,1860.4651162790697,0.0
동훈노보빌, 신길동 499,4층,2020 11 19,"    54,000/         0",84.82,25.7,2007,37.3310830560148,126.76828566184099,2101.1673151750974,0.0,1517.5097276264594,0.648508430609598
힐스테이트 클래시안, 신길동 240-16,12층,2020 12 24,"    25,000/       125",59.91,18.1,2020,37.5042629493976,126.912069491749,1381.2154696132595,6.906077348066297,1857.5923617619576,1.5193563816129758
슈와이, 신길동 401,5층,2020 6 13,"    38,000/         0",82.39,24.9,2004,37.50166565139371,126.90406209277398,1526.1044176706828,0.0,1526.1044176706828,0.0
대방, 신길동 4312,5층,2020 7 16,"    12,500/         0",37.96,11.5,1972,37.4980265963776,126.917638999254,1086.9565217391305,0.0,630.4347826086957,1.9565217391304348
e편한세상 영등포 아델포레, 대림동 1127,14층,2020 12 22,"    63,000/         0",59.968,18.1,2020,37.4944116944611,126.906760258339,3480.662983425414,0.0,3362.050433174968,0.0
성원(1115-1), 대림동 1115-1,2층,2020 11 8,"    24,000/         0",59.79,18.1,1997,37.492694304532705,126.905491571423,1325.966850828729,0.0,1110.6597335066622,0.8287292817679557
방배신동아럭스빌, 방배동 1026-14,14층,2020 7 8,"   130,000/         0",187.91,56.8,2003,37.475326550759995,127.001119118532,2288.7323943661972,0.0,1980.6338028169016,0.0
정석빌라, 방배동 763-29,2층,2020 7 15,"     5,000/        35",99.58,30.1,2004,37.496117213911,126.984330602962,166.11295681063123,1.1627906976744184,165.29332051057878,1.3215269277845776
그랑씨엘3차, 방배동 1-19,5층,2020 6 10,"    70,000/       100",103.24,31.2,2005,37.4947219918429,126.994016384743,2243.5897435897436,3.2051282051282053,2243.5897435897436,3.2051282051282053
삼환나띠르빌(1002-21), 방배동 1002-21,6층,2020 12 10,"    69,000/         0",92.93,28.1,2003,37.4808498076074,127.005072378258,2455.5160142348755,0.0,2479.2408066429416,0.0
신호, 방배동 537-9,5층,2020 6 16,       800/       100,82.71,25.0,2001,37.4785914296613,126.989906101014,32.0,4.0,32.0,4.0
아이리스, 방배동 1021-9,4층,2020 9 3,"    55,000/         0",84.79,25.6,2003,37.4795422387649,127.000183647558,2148.4375,0.0,1821.118209023941,1.1049723756906076
방배신주, 방배동 449-1,9층,2020 6 20,"    47,000/         0",82.23,24.9,2002,37.477496844440104,126.984029008524,1887.5502008032129,0.0,1887.5502008032129,0.0
UPPERHOUSE, 방배동 12-1,1층,2020 6 25,"    10,000/     1,100",241.1,72.9,2012,37.4961272606196,126.992810090696,137.1742112482853,15.089163237311384,137.1742112482853,15.089163237311384
대우로얄빌라트(1027-1), 방배동 1027-1,2층,2020 6 26,"   120,000/         0",241.81,73.1,2002,37.474989601099,126.99993299779699,1641.5868673050618,0.0,1641.5868673050618,0.0
방배팰리스빌라, 방배동 809-14,6층,2020 7 24,"    39,000/        40",66.33,20.1,2001,37.4915474973919,126.992309325702,1940.2985074626865,1.990049751243781,2159.3712111710356,0.6633499170812603
상지리츠빌6차, 방배동 843-10,1층,2020 6 29,"    85,000/         0",111.02,33.6,2004,37.4921918777735,126.99641714247801,2529.7619047619046,0.0,2529.7619047619046,0.0
양재파크뷰, 양재동 8-37,5층,2020 9 19,"    55,000/         0",84.99,25.7,2002,37.4836050780059,127.039161063998,2140.077821011673,0.0,2321.6601815823606,0.0
해청, 양재동 19,3층,2020 10 17,"   100,000/         0",153.62,46.5,2003,37.4810315455159,127.040385472791,2150.537634408602,0.0,1827.9569892473119,0.0
그린씨티아파트1, 양재동 376-4,2층,2020 11 6,"    48,300/         0",84.25,25.5,2003,37.470802342487396,127.045123210596,1894.1176470588234,0.0,1826.2869223467042,0.0
세인트빌(49-31), 잠원동 49-31,5층,2020 6 29,"    43,900/         0",59.21,17.9,2004,37.520273950232,127.01431905285101,2452.513966480447,0.0,2452.513966480447,0.0
반포에스케이뷰, 반포동 112-15,4층,2020 8 5,"   175,000/         0",204.81,62.0,2006,37.4975056312635,126.993714573586,2822.5806451612902,0.0,2649.680415459902,0.30959752321981426
서초블랑빌, 반포동 105-14,2층,2020 12 9,"   108,000/         0",117.27,35.5,2003,37.4982355793803,126.997182084359,3042.2535211267605,0.0,2514.817612298396,0.0
반포대우멤버스카운티, 반포동 111-11,5층,2020 6 27,"    75,000/         0",98.67,29.8,2003,37.49806761558521,126.99512197411,2516.778523489933,0.0,2551.4644007963384,0.0
서래 아르드빌, 반포동 88-4,4층,2020 6 26,"    20,000/         0",241.17,73.0,2008,37.4951843053065,126.998506130272,273.972602739726,0.0,394.6828313684311,0.0
상지리츠빌(73-10), 반포동 73-10,4층,2020 8 7,"   100,000/         0",183.27,55.4,2001,37.4978304716267,127.000192928573,1805.0541516245487,0.0,2047.215720500919,0.0
태림리츠빌, 반포동 3-3,4층,2020 10 9,"   105,000/         0",111.41,33.7,2002,37.5057451328044,126.99527931671999,3115.7270029673587,0.0,3124.289075923092,0.720164609053498
정광아파트, 반포동 107-19,2층,2020 8 31,"    70,000/         0",91.5,27.7,2004,37.4985216119375,126.99629280786999,2527.075812274368,0.0,2526.513684683897,0.0
로얄하이츠, 서초동 1471-5,4층,2020 6 1,"    60,000/         0",140.515,42.5,2005,37.48115019003129,127.009861837168,1411.764705882353,0.0,1411.764705882353,0.0
서초롯데캐슬84, 서초동 1642-14,1층,2020 6 6,"   110,000/         0",208.63,63.1,2001,37.49247243525161,127.018244651647,1743.2646592709984,0.0,1743.2646592709984,0.0
서초8차상지리츠빌, 서초동 1491-3,5층,2020 10 19,"   120,000/         0",141.12,42.7,2006,37.483701030663795,127.003306804541,2810.304449648712,0.0,2693.208430913349,0.0
서초아트빌, 서초동 1343-9,3층,2020 6 11,"    25,000/        55",72.06,21.8,2003,37.487178473208296,127.02643384439502,1146.788990825688,2.5229357798165135,1146.788990825688,2.5229357798165135
극동스타클래스2, 서초동 1615-10,5층,2020 12 10,"    75,000/         0",72.5,21.9,2006,37.4887858517805,127.02292430369499,3424.657534246576,0.0,2860.4468791611553,0.4702194357366771
N-Suite 102동(1511-3), 서초동 1511-3,1층,2020 6 16,"    69,000/        30",120.56,36.5,2004,37.487420663832104,127.007723222729,1890.4109589041095,0.821917808219178,1890.4109589041095,0.821917808219178
